"",Jahr,Ressort,Land,Projekt,Volumen,Haushaltstitel,"Art der Maßnahme"
"",2012,BMZ,Afghanistan,Nationalstraße Kunduz - Kholm Phase II,"485.000,00 €",86611/89611,zivil
"",2012,BMZ,Afghanistan,Afghanistan Reconstruction Trust Fund XII (ARTF XII),"40.000.000,00 €",86611/89611,zivil
"",2012,BMZ,Afghanistan,EQUIP II - Beitrag 2012 zum National Basic Education Programme im Rahmen des ARTF,"20.000.000,00 €",86611/89611,zivil
"",2012,BMZ,Afghanistan,Bildungsarbeit und Zivile Konfliktbearbeitung für gerechten und dauerhaften Frieden,"1.159.377,00 €",2302/68772,zivil
"",2012,BMVg,Afghanistan,Projekt „Provinzentwicklungsfonds in Nordost-Afghanistan“ (Federführendes Ressort: BMZ),"1.000.000,00 €",1403 547 81,militärisch
"",2012,BMVg,Afghanistan,Abgabe von Sanitätsgerät nach Epl 14 Kapitel 1407 Einnahmen Haushaltsvermerk Nr.12,"9.964,00 €",132 01,zivil
"",2013,AA,Afghanistan,Lehrgang für afghanische Diplomaten,"125.380,00 €",0502 68779,zivil
"",2013,AA,Afghanistan,Kampfmittelbeseitigung,"800.000,00 €",0502 68779,zivil
"",2013,AA,Afghanistan,Humanitäre Hilfe und humanitäres Minenräumen,"3.091.806,00 €",0502 68779,zivil
"",2013,AA,Afghanistan,Menschenrechte und Demokratisierung,"68.080,00 €",0502 68779,zivil
"",2013,AA,Afghanistan,Drogenbekämpfung,"1.028.880,00 €",0502 68779,zivil
"",2013,AA,Afghanistan,Aufbau der afghanischen Polizei,"78.308.787,27 €",0502 68779,polizeilich
"",2013,AA,Afghanistan,Kultur- und Medienförderung in Afghanistan,"2.084.028,00 €",0502 68779,zivil
"",2013,AA,Afghanistan,Hochschulkooperation,"320.400,00 €",0502 68779,zivil
"",2013,AA,Afghanistan,Schul- und Sportförderung,"33.343,11 €",0502 68779,zivil
"",2013,AA,Afghanistan,Umfeldstabilisierung / Gesundheit: Krankenhaus Faisabad,"3.026.594,13 €",0502 68779,zivil
"",2013,AA,Afghanistan,Umfeldstabilisierung RC North: Gesundheitsmanagement Balkh Krankenhaus,"2.117.885,64 €",0502 68779,zivil
"",2013,AA,Afghanistan,"Erwachsenenbildung, insbesondere Alphabetisierung","613.159,32 €",0502 68779,zivil
"",2013,AA,Afghanistan,Infrastrukturprogramm Nordafghanistan,"9.042.558,00 €",0502 68779,zivil
"",2013,AA,Afghanistan,Umfeldstabilisierung/ Gesundheit: Basisgesundheitsversorgung auf Gemeindeebene in Nordafghanistan,"2.762.235,00 €",0502 68779,zivil
"",2013,AA,Afghanistan,Umfeldstabilisierung PRTs: Stabilisierungsprogramm Nordafghanistan,"11.660.793,93 €",0502 68779,zivil
"",2013,AA,Afghanistan,Umfeldstabilisierung/ Gesundheit: Rehabilitierung Provinzkrankenhäuser Nordafghanistan,"7.712.194,11 €",0502 68779,zivil
"",2013,AA,Afghanistan,Kultureller Dialog und psychosoziale Unterstützung zur Friedensförderung,"1.078.977,30 €",0502 68779,zivil
"",2013,AA,Afghanistan,Unterstützung Aufbau afghanisches Rechtssystem,"3.197.887,00 €",0502 68779,zivil
"",2013,AA,Afghanistan,Verbesserung der psychosozialen Versorgung im afghanischen Gesundheitswesen,"269.010,00 €",0502 68779,zivil
"",2013,AA,Afghanistan,Projekt zur Stärkung von Frauenrechten,"256.500,00 €",0502 68779,zivil
"",2013,AA,Afghanistan,Unterstützung Hoher Friedensrat /  Ulema,"98.386,24 €",0502 68779,zivil
"",2013,AA,Afghanistan,Aufbau der afghanischen Staatsdruckerei,"892.000,00 €",0502 68779,zivil
"",2013,AA,Afghanistan,Unterstützung Wahlen in den afghanischen Medien,"132.321,23 €",0502 68779,zivil
"",2013,AA,Afghanistan,EZ-Risikomanagementsystem Afghanistan,"6.935.000,00 €",0502 68779,zivil
"",2013,AA,Afghanistan,"Stärkung der wirtschaftlichen und sozialen Stellung von Frauen, Panjshir","749.000,00 €",0502 68779,zivil
"",2013,AA,Afghanistan,Aufbau afghanische Verwaltungsakademie,"5.884.740,00 €",0502 68779,zivil
"",2013,AA,Afghanistan,"Stärkung der wirtschaftlichen und sozialen Stellung von Frauen, Badakhshan","95.177,00 €",0502 68779,zivil
"",2013,AA,Afghanistan,Pakistan - Afghanistan - Tadschikistan Regionales Integrationsprogramm (PATRIP),"4.355.521,00 €",0502 68779,zivil
"",2013,AA,Afghanistan,Strafrechtsbeistand,"442.663,81 €",0502 68779,zivil
"",2013,AA,Afghanistan,Stärkung von Verwaltungsstrukturen,"628.540,00 €",0502 68779,zivil
"",2013,AA,Afghanistan,Vorbereitung der Wahlen über die Zivilgesellschaft (FEFA),"264.677,77 €",0502 68779,zivil
"",2013,AA,Afghanistan,Voter Registration Observation Mission (VROM),"416.006,44 €",0502 68779,zivil
"",2013,AA,Afghanistan,Wahlbeobachtung 2014,"258.990,68 €",0502 68779,zivil
"",2013,AA,Afghanistan,Grenzüberschreitende Medienkooperation zwischen Afghanistan und Pakistan,"555.000,00 €",0502 68779,zivil
"",2013,AA,Afghanistan,Integration von Binnenvertriebenen,"1.753.000,00 €",0502 68779,zivil
"",2013,AA,Afghanistan,"Capacity Building im öffentlichen Dienst: Programm integrierte Fachkräfte für Afghanistan, CIM","3.708.012,85 €",0502 68779,zivil
"",2013,AA,Afghanistan,CTAP Afghanistan Civilian Technical Assistance Plan Afghanistan,"1.300.000,00 €",0502 68779,zivil
"",2013,BMZ,Afghanistan,Neuauflage Provinzentwicklungsfonds zur Unterstützung des Wiederaufbaus in Nordostafghanistan,"432.949,56 €",2301/68706,zivil
"",2013,BMZ,Afghanistan,Aufbau und Stärkung der Katastrophenvorsorge- und Managementstruktur,"124.704,40 €",2301/68706,zivil
"",2013,BMZ,Afghanistan,Wiederherstellung und Stabilisierung der Lebensgrundlagen in Nordost-Afghanistan,"324.641,83 €",2301/68706,zivil
"",2013,BMZ,Afghanistan,Programm Förderung der Grundbildung,"28.456,19 €",2301/89603,zivil
"",2013,BMZ,Afghanistan,Programm zur Verbesserung der Wasserversorgung,"27.372,53 €",2301/89603,zivil
"",2013,BMZ,Afghanistan,Programm Dezentrale Stromversorgung durch Erneuerbare Energien,"26.079,98 €",2301/89603,zivil
"",2013,BMZ,Afghanistan,Programm für nachhaltige Wirtschaftsentwicklung Kabul,"42,78 €",2301/89603,zivil
"",2013,BMZ,Afghanistan,Programm zur KMU-Förderung und lokalen Wirtschaftsentwicklung in Nordafghanistan,"697,72 €",2301/89603,zivil
"",2013,BMZ,Afghanistan,Aufbau von Basisinfrastruktur und Schaffung von Einkommen in ländlichen Regionen,"77.809,76 €",2301/89603,zivil
"",2013,BMZ,Afghanistan,Förderung der Beruflichen Bildung,"208,25 €",2301/89603,zivil
"",2013,BMZ,Afghanistan,EZ-Sicherheitssystem,"9.325.895,96 €",2301/89603,zivil
"",2013,BMZ,Afghanistan,Gender Mainstreaming,"15.571,08 €",2301/89603,zivil
"",2013,BMZ,Afghanistan,Programm Förderung der Grundbildung,"3.677.022,12 €",2301/89603,zivil
"",2013,BMZ,Afghanistan,Programm Dezentrale Stromversorgung durch Erneuerbare Energien,"3.326.662,39 €",2301/89603,zivil
"",2013,BMZ,Afghanistan,Politikberatungsfonds,"13.759,13 €",2301/89603,zivil
"",2013,BMZ,Afghanistan,Diversifizierung der Landwirtschaft in der Provinz Baghlan,"2.547.732,08 €",2301/89603,zivil
"",2013,BMZ,Afghanistan,Förderung der Beruflichen Bildung,"6.872.578,48 €",2301/89603,zivil
"",2013,BMZ,Afghanistan,Offener Politikberatungsfonds,"1.649.043,52 €",2301/89603,zivil
"",2013,BMZ,Afghanistan,Programm zur Verbesserung der Wasserversorgung,"4.876.258,80 €",2301/89603,zivil
"",2013,BMZ,Afghanistan,Regionaler Strukturentwicklungsfonds Nordafghanistan,"11.931.132,03 €",2301/89603,zivil
"",2013,BMZ,Afghanistan,Programm zur nachhaltigen Wirtschaftsentwicklung im Norden und in Kabul,"5.989.701,74 €",2301/89603,zivil
"",2013,BMZ,Afghanistan,Förderung der Rechtsstaatlichkeit,"3.239.393,64 €",2301/89603,zivil
"",2013,BMZ,Afghanistan,Stärkung von ländlichen Livelihood Systemen,"5.212.732,59 €",2301/89603,zivil
"",2013,BMZ,Afghanistan,Förderung Guter Regierungsführung im Rohstoffsektor Afghanistans,"220.414,03 €",2301/89603,zivil
"",2013,BMZ,Afghanistan,"Monitoring, Evaluation und Kommunikation","566.993,70 €",2301/89603,zivil
"",2013,BMZ,Afghanistan,"Friedenszentrum für die Zivilgesellschaft in Mazar-e-Sharif, Afghanistan","100.615,00 €",2302/68776,zivil
"",2013,BMZ,Afghanistan,Schaffung von Schutzräumen für durch Krieg und Vertreibung traumatisierte Kinder und Jugendliche,"575.026,00 €",2302/68776,zivil
"",2013,BMZ,Afghanistan,Schulbauprojekt Sholgara Distrikt 2012/2013,"100.799,00 €",2302/68776,zivil
"",2013,BMZ,Afghanistan,"Förderung der ländlichen Entwicklung, Afghanistan","200.000,00 €",2302/68776,zivil
"",2013,BMZ,Afghanistan,Verbesserung der Ernährungssicherheit durch Stärkung lokaler Nichtregierungsorganisationen in zwei Provinzen in Nord-/ Ost-Afghanistan,"90.000,00 €",2302/68776,zivil
"",2013,BMZ,Afghanistan,Kurse zur Förderung der Aus- und Weiterbildung von Frauen in der Region Andkhoi / Afghanistan,"20.708,53 €",2302/89604,zivil
"",2013,BMZ,Afghanistan,Alphabetisierung für Frauen und Mädchen in Jaghori/Hazarajat,"19.200,00 €",2302/89604,zivil
"",2013,BMZ,Afghanistan,Unterstützung der Werkstatt des 'German Medical Service' in Kabul,"37.500,00 €",2302/89604,zivil
"",2013,BMZ,Afghanistan,"Landwirtschaftliche Entwicklung und einkommenschaffende Maßnahmen in Behsud, Wardak Provinz","60.000,00 €",2302/89604,zivil
"",2013,BMZ,Afghanistan,Elementare Schulbildung für Kinder und Frauen in Kabul und einigen ländlichen Provinzen,"334.000,00 €",2302/89604,zivil
"",2013,BMZ,Afghanistan,Unterstützung für den Betrieb der Klinik WAZIR AKBAR KHAN in Kabul,"174.600,00 €",2302/89604,zivil
"",2013,BMZ,Afghanistan,Kurse zur Förderung der Ausbildung und Berufstätigkeit von Frauen in der Region Andkhoi / Nordafghanistan,"94.965,54 €",2302/89604,zivil
"",2013,BMZ,Afghanistan,Weitere Förderung des Wirtschaftsgymnasiums für Mädchen Jamhuriat in Kabul,"80.000,00 €",2302/89604,zivil
"",2013,BMZ,Afghanistan,Technische Ausbildung für Versorgungstechnik und Betriebsdienste an Gesundheitseinrichtungen durch den 'German Medical Service' in Kabul,"102.000,00 €",2302/89604,zivil
"",2013,BMZ,Afghanistan,"Ergänzende Unterstützung der Gehaltskosten für das Lehrpersonal von neun Schulen im Bezirk Jaghori, Provinz Ghazni, Afghanistan","15.000,00 €",2302/89604,zivil
"",2013,BMZ,Afghanistan,Unterstützung des VUSAF Ausbildungszentrums in Andkhoi/ Afghanistan,"62.306,61 €",2302/89604,zivil
"",2013,BMZ,Afghanistan,Programm Dezentrale Stromversorgung durch Erneuerbare Energien,"2.235.687,41 €",86611/89611,zivil
"",2013,BMZ,Afghanistan,Wiederaufbau wirtschaftliche Infrastruktur im Norden,"1.701.017,59 €",86611/89611,zivil
"",2013,BMZ,Afghanistan,Wasserversorgung Nördliche Klein- und Mittelstädte,"1.808.703,63 €",86611/89611,zivil
"",2013,BMZ,Afghanistan,"Wiederaufbau wirtschaftliche Infrastruktur im Norden, Ländliche Infrastruktur Nordafghanistan","1.629.716,26 €",86611/89611,zivil
"",2013,BMZ,Afghanistan,Wiederaufbau wirtschaftliche Infrastruktur im Norden Phase III,"2.462.231,60 €",86611/89611,zivil
"",2013,BMZ,Afghanistan,Aufbau wirtschaftlicher Infrastruktur im Norden Phase IV,"4.512.959,40 €",86611/89611,zivil
"",2013,BMZ,Afghanistan,Programm Berufliche Schulen Nordafghanistan,"5.572.668,95 €",86611/89611,zivil
"",2013,BMZ,Afghanistan,Netzanbindung nördliche Städte und Gemeinden,"2.447.595,36 €",86611/89611,zivil
"",2013,BMZ,Afghanistan,Nationalstraße Kunduz - Kholm Phase I,"3.964.964,28 €",86611/89611,zivil
"",2013,BMZ,Afghanistan,Städtische Wasserversorgg. in Nord-Afgh,"1.692.450,85 €",86611/89611,zivil
"",2013,BMZ,Afghanistan,Städtische Wasserversorgg. in Nord-Afgh,"373.319,00 €",86611/89611,zivil
"",2013,BMZ,Afghanistan,Nationalstraße Kunduz - Kholm Phase II,"200.000,00 €",86611/89611,zivil
"",2013,BMZ,Afghanistan,Afghanistan Reconstruction Trust Fund (ARTF) - Tranche XIII,"20.000.000,00 €",86611/89611,zivil
"",2013,BMZ,Afghanistan,EQUIP II(I) - Beitrag zum National Basic Education Programme (ARTF) - Tranche 6,"20.000.000,00 €",86611/89611,zivil
"",2013,BMZ,Afghanistan,"Bildungsarbeit und Zivile Konfliktbearbeitung für gerechten und dauerhaften Frieden in Afghanistan ""Ausbildung zum Frieden""","764.465,00 €",2302/68772,zivil
"",2013,BMVg,Afghanistan,Abgabe von Sanitätsgerät nach Epl 14 Kapitel 1407 Einnahmen Haushaltsvermerk Nr.12,"941,00 €",132 01,zivil
"",2013,BMVg,Afghanistan,Abgabe von Bundeswehrmaterial nach Epl 14 Kapitel 1407 Einnahmen Haushaltsvermerk Nr.14,"12.440,00 €",132 01,zivil
"",2013,BMVg,Afghanistan,Abgabe von Bundeswehrmaterial nach Epl 14 Kapitel 1407 Einnahmen Haushaltsvermerk Nr.14,"3.640.532,00 €",132 01,militärisch
"",2014,AA,Afghanistan,Lehrgang für afghanische Diplomaten,"99.410,00 €",0501 68728,zivil
"",2014,AA,Afghanistan,Kampfmittelbeseitigung,"608.640,00 €",0501 68728,zivil
"",2014,AA,Afghanistan,Humanitäre Hilfe und humanitäres Minenräumen,"2.497.718,00 €",0501 68728,zivil
"",2014,AA,Afghanistan,Menschenrechte und Demokratisierung,"81.538,00 €",0501 68728,zivil
"",2014,AA,Afghanistan,Drogenbekämpfung,"562.000,00 €",0501 68728,zivil
"",2014,AA,Afghanistan,Aufbau der afghanischen Polizei,"30.821.916,00 €",0501 68728,polizeilich
"",2014,AA,Afghanistan,Kultur- und Medienförderung in Afghanistan,"2.654.244,00 €",0501 68728,zivil
"",2014,AA,Afghanistan,Hochschulkooperation,"5.072.572,00 €",0501 68728,zivil
"",2014,AA,Afghanistan,Umfeldstabilisierung / Gesundheit: Krankenhaus Faisabad,"1.074.633,00 €",0501 68728,zivil
"",2014,AA,Afghanistan,Gesundheitsmanagement Krankenhaus Balkh,"1.997.791,00 €",0501 68728,zivil
"",2014,AA,Afghanistan,Mutter-Kind-Station Krankenhaus Masar-e Sharif,"1.125.000,00 €",0501 68728,zivil
"",2014,AA,Afghanistan,"Erwachsenenbildung, insbesondere Alphabetisierung","491.378,00 €",0501 68728,zivil
"",2014,AA,Afghanistan,Infrastrukturprogramm Nordafghanistan,"3.900.752,00 €",0501 68728,zivil
"",2014,AA,Afghanistan,Umfeldstabilisierung/ Gesundheit: Basisgesundheitsversorgung auf Gemeindeebene in Nordafghanistan,"3.173.737,00 €",0501 68728,zivil
"",2014,AA,Afghanistan,Stabilisierungsprogramm Nordafghanistan,"11.057.209,12 €",0501 68728,zivil
"",2014,AA,Afghanistan,Umfeldstabilisierung/ Gesundheit: Rehabilitierung Provinzkrankenhäuser Nordafghanistan,"4.917.535,53 €",0501 68728,zivil
"",2014,AA,Afghanistan,Kultureller Dialog und psychosoziale Unterstützung zur Friedensförderung,"1.099.372,00 €",0501 68728,zivil
"",2014,AA,Afghanistan,Unterstützung Aufbau afghanisches Rechtssystem,"3.510.407,00 €",0501 68728,zivil
"",2014,AA,Afghanistan,Unterstützung des Aufbaus der Parlamentsverwaltung,"1.000.000,00 €",0501 68728,zivil
"",2014,AA,Afghanistan,Förderung der Zivilgesellschaft: Konferenzen zu einem sicheren und unabhängigen Afghanistan,"202.904,79 €",0501 68728,zivil
"",2014,AA,Afghanistan,Reintegration: Beitrag zu internationalem Fonds Reintegration und Versöhnung,"10.000.000,00 €",0501 68728,zivil
"",2014,AA,Afghanistan,Aufbau der afghanischen Staatsdruckerei,"2.200.000,00 €",0501 68728,zivil
"",2014,AA,Afghanistan,EZ-Risikomanagementsystem Afghanistan,"10.742.000,00 €",0501 68728,zivil
"",2014,AA,Afghanistan,Veranstaltungsreihe regionale und wirtschaftliche Sicherheit,"40.476,50 €",0501 68728,zivil
"",2014,AA,Afghanistan,"Stärkung der wirtschaftlichen und sozialen Stellung von Frauen, Panjshir","7.500.000,00 €",0501 68728,zivil
"",2014,AA,Afghanistan,Aufbau einer afghanischen Verwaltungsakademie,"7.002.847,00 €",0501 68728,zivil
"",2014,AA,Afghanistan,Stabilisierung auf Gemeindeeigene in der Provinz Kapisa,"268.900,00 €",0501 68728,zivil
"",2014,AA,Afghanistan,Pakistan - Afghanistan - Tadschikistan Regionales Integrationsprogramm (PATRIP),"13.170.525,00 €",0501 68728,zivil
"",2014,AA,Afghanistan,Strafrechtsbeistand 2014,"498.000,00 €",0501 68728,zivil
"",2014,AA,Afghanistan,Vorbereitung der Wahlen über die Zivilgesellschaft (FEFA),"647.158,28 €",0501 68728,zivil
"",2014,AA,Afghanistan,Integration von Binnenvertriebenen,"2.170.000,00 €",0501 68728,zivil
"",2014,AA,Afghanistan,Capacity Building im öffentlichen Dienst: Programm integrierte Fachkräfte für Afghanistan; CIM,"4.110.000,00 €",0501 68728,zivil
"",2014,AA,Afghanistan,Frauenzentrum Shahrak,"32.918,00 €",0501 68728,zivil
"",2014,BMZ,Afghanistan,Neuauflage Provinzentwicklungsfonds zur Unterstützung des Wiederaufbaus in Nordostafghanistan,"11.375,90 €",2301/68706,zivil
"",2014,BMZ,Afghanistan,Aufbau und Stärkung der Katastrophenvorsorge- und Managementstruktur,"15.050,79 €",2301/68706,zivil
"",2014,BMZ,Afghanistan,Förderung der Beruflichen Bildung,"56.524,14 €",2301/89603,zivil
"",2014,BMZ,Afghanistan,EZ-Sicherheitssystem,"3.136.444,54 €",2301/89603,zivil
"",2014,BMZ,Afghanistan,Förderung der Rechtsstaatlichkeit,"5.374,89 €",2301/89603,zivil
"",2014,BMZ,Afghanistan,Programm Förderung der Grundbildung,"2.262.846,82 €",2301/89603,zivil
"",2014,BMZ,Afghanistan,Programm Dezentrale Stromversorgung durch Erneuerbare Energien,"3.577.363,30 €",2301/89603,zivil
"",2014,BMZ,Afghanistan,Diversifizierung der Landwirtschaft in der Provinz Baghlan,"2.391.072,54 €",2301/89603,zivil
"",2014,BMZ,Afghanistan,Förderung der Beruflichen Bildung,"5.494.585,55 €",2301/89603,zivil
"",2014,BMZ,Afghanistan,Offener Politikberatungsfonds,"1.126.049,43 €",2301/89603,zivil
"",2014,BMZ,Afghanistan,Programm zur Verbesserung der Wasserversorgung,"1.229.531,35 €",2301/89603,zivil
"",2014,BMZ,Afghanistan,Regionaler Strukturentwicklungsfonds Nordafghanistan,"9.649.713,75 €",2301/89603,zivil
"",2014,BMZ,Afghanistan,Programm zur nachhaltigen Wirtschaftsentwicklung im Norden und in Kabul,"1.236.882,50 €",2301/89603,zivil
"",2014,BMZ,Afghanistan,Förderung der Rechtsstaatlichkeit,"2.333.916,90 €",2301/89603,zivil
"",2014,BMZ,Afghanistan,Stärkung von ländlichen Livelihood Systemen,"2.055.840,63 €",2301/89603,zivil
"",2014,BMZ,Afghanistan,Förderung Guter Regierungsführung im Rohstoffsektor Afghanistans,"518.025,32 €",2301/89603,zivil
"",2014,BMZ,Afghanistan,"Monitoring, Evaluation und Kommunikation","1.800.833,16 €",2301/89603,zivil
"",2014,BMZ,Afghanistan,Förderung subnationaler Regierungsstrukturen,"5.369.084,79 €",2301/89603,zivil
"",2014,BMZ,Afghanistan,"Privatwirtschaftliche Entwicklung, Förderung agrarbasierter Wertschöpfungsketten und Beschäftigungsförderung","4.436.462,03 €",2301/89603,zivil
"",2014,BMZ,Afghanistan,Programm zur Verbesserung der Wasserversorgung,"3.999.737,60 €",2301/89603,zivil
"",2014,BMZ,Afghanistan,Offener Politikberatungsfonds,"583.350,89 €",2301/89603,zivil
"",2014,BMZ,Afghanistan,Förderung der Beruflichen Bildung,"2.862.966,32 €",2301/89603,zivil
"",2014,BMZ,Afghanistan,EZ-Sicherheitssystem,"6.272.796,32 €",2301/89603,zivil
"",2014,BMZ,Afghanistan,Förderung der Grund- und Sekundarbildung in Afghanistan,"1.782.582,28 €",2301/89603,zivil
"",2014,BMZ,Afghanistan,Förderung der Rechtsstaatlichkeit in Afghanistan,"1.756.456,76 €",2301/89603,zivil
"",2014,BMZ,Afghanistan,Schaffung von Schutzräumen für durch Krieg und Vertreibung traumatisierte Kinder und Jugendliche,"538.303,00 €",2302/68776,zivil
"",2014,BMZ,Afghanistan,Schulbauprojekt Sholgara Distrikt 2012/2013,"45.883,00 €",2302/68776,zivil
"",2014,BMZ,Afghanistan,"Förderung der ländlichen Entwicklung, Afghanistan","1.800.000,00 €",2302/68776,zivil
"",2014,BMZ,Afghanistan,Verbesserung der Ernährungssicherheit durch Stärkung lokaler Nichtregierungsorganisationen in zwei Provinzen in Nord-/ Ost-Afghanistan,"207.000,00 €",2302/68776,zivil
"",2014,BMZ,Afghanistan,"Verbesserung der Ausbildungsbedingungen und der hygienischen Verhältnisse durch den Bau von Klassenräumen und Latrinen für das YuldozMädchengymnasium und durch Lehrerfortbildung","108.751,00 €",2302/68776,zivil
"",2014,BMZ,Afghanistan,"Fortführung des Integrierten Schul- und Alphabetisierungsprojekts in Kabul und den Provinzen Wardak, Logar und Pandschir","3.541,92 €",2302/89604,zivil
"",2014,BMZ,Afghanistan,"Landwirtschaftliche Entwicklung und einkommenschaffende Maßnahmen in Behsud, Wardak Provinz","12.607,32 €",2302/89604,zivil
"",2014,BMZ,Afghanistan,Elementare Schulbildung für Kinder und Frauen in Kabul und einigen ländlichen Provinzen,"75.000,00 €",2302/89604,zivil
