"",Jahr,Ressort,Land,Projekt,Volumen,Haushaltstitel,"Art der Maßnahme"
"",2011,BMZ,Serbien,Kleinprojektefonds (Kosovo),"245.029,15 €",2301/89603,zivil
"",2011,BMZ,Serbien,Unterstützung der Ernährungswirtschaft (Kosovo),"161.969,57 €",2301/89603,zivil
"",2011,BMZ,Serbien,Demokratie-Erziehung Jugend (Serbien),"3.961,93 €",2301/89603,zivil
"",2011,BMZ,Serbien,Reform der Grundbildung (Kosovo),"8.933,90 €",2301/89603,zivil
"",2011,BMZ,Serbien,Vertiefung der Grundbildung im außerschulischen Bereich (Kosovo),"4.962,17 €",2301/89603,zivil
"",2011,BMZ,Serbien,Beratung zur Energieeffizienz (Serbien),"124.440,77 €",2301/89603,zivil
"",2011,BMZ,Serbien,Beratung bei der Rechtsreform (Serbien),"39.408,78 €",2301/89603,zivil
"",2011,BMZ,Serbien,Kommunales Landmanagement Kosovo,"48.026,44 €",2301/89603,zivil
"",2011,BMZ,Serbien,Stärkung der Strukturen zur Jugendförderung und -beteiligung,"841.475,50 €",2301/89603,zivil
"",2011,BMZ,Serbien,Förderung der Kommunalen Infrastruktur über Finanzsektor in Serbien (BM),"74.676,18 €",86611/89611,zivil
"",2011,BMZ,Serbien,Förderung eines innergesellschaftlichen Dialoges,"26.274,00 €",2302/68702,zivil
"",2011,BMZ,Serbien,"Förderung der konstruktiven  Vergangenheitsbewältigung durch Training, Öffentlichkeits- und Lobbyarbeit","139.860,00 €",2302/68702,zivil
"",2011,AA,Serbien,"Studentenaustausch ""Willkommen in Deutschland""","22.010,00 €",0502 68774,zivil
"",2011,AA,Serbien,"Poverty Reduction, Projekt II","150.000,00 €",0502 68774,zivil
"",2011,AA,Serbien,Existenzgründer Sandzak,"15.000,00 €",0502 68774,zivil
"",2012,BMZ,Serbien,Kleinprojektefonds (Kosovo),"213.056,81 €",2301/89603,zivil
"",2012,BMZ,Serbien,Stärkung der Strukturen zur Jugendförderung und -beteiligung,"668.927,24 €",2301/89603,zivil
"",2012,BMZ,Serbien,Förderung der Kommunalen Infrastruktur über Finanzsektor in Serbien (BM),"30,00 €",86611/89611,zivil
"",2012,BMZ,Serbien,Förderung eines innergesellschaftlichen Dialoges,"0,00 €",2302/68702,zivil
"",2012,BMZ,Serbien,"Förderung der konstruktiven  Vergangenheitsbewältigung durch Training, Öffentlichkeits- und Lobbyarbeit","210.251,00 €","2302/687022302/68772",zivil
"",2012,AA,Serbien,Vernichtung von 110 t Napalmpulver aus Munition in Serbien,"94.200,00 €",0502 68774,zivil
"",2012,AA,Serbien,Human. Minenräumen und Kampfmittelbeseitigung,"100.000,00 €",0502 68774,zivil
"",2012,AA,Serbien,Belgrade Pride 2012 (Wahrung der Menschrechte),"5.000,00 €",0502 68774,zivil
"",2012,AA,Serbien,Welcome to Germany,"22.000,00 €",0502 68774,zivil
"",2012,AA,Serbien,Poverty Reduction --Existenzgründungen--,"750.000,00 €",0502 68774,zivil
"",2012,AA,Serbien,"Mobilisierungskampagne ""What happens if you don't vote""","39.000,00 €",0502 68774,zivil
"",2012,AA,Serbien,"""Campaign to enhance participation of Pro-EU-Voters""","39.510,00 €",0502 68774,zivil
"",2012,AA,Serbien,"PR-Kampagne für den Film ""Ustanicka Street""","35.540,00 €",0502 68774,zivil
"",2012,AA,Serbien,Human Rights Report 2012,"13.800,00 €",0502 68774,zivil
"",2013,BMZ,Serbien,Kleinprojektefonds (Kosovo),"32.840,14 €",2301/89603,zivil
"",2013,BMZ,Serbien,Stärkung der Strukturen zur Jugendförderung und -beteiligung,"841.233,86 €",2301/89603,zivil
"",2013,BMZ,Serbien,Förderung eines innergesellschaftlichen Dialoges,"0,00 €",2302/68702,zivil
"",2013,BMZ,Serbien,"Entwicklung von Alternativen für einen friedlichen Wandel inBosnien-Herzegowina, Serbien, Kosovo und Mazedonien","477.846,00 €",2302/68772,zivil
"",2013,BMZ,Serbien,Aufarbeitung der Vergangenheit und Stärkung interethnischer Beziehungen im Bildungssystem,"829.382,00 €",2302/68772,zivil
"",2013,AA,Serbien,"Access to Environment, Information, Public Participation and to Justice","24.000,00 €",0502 68774,zivil
"",2013,AA,Serbien,Interethnic Language Classes,"50.000,00 €",0502 68774,zivil
"",2013,AA,Serbien,Poverty Reduction --Existenzgründungen-- I,"141.400,00 €",0502 68774,zivil
"",2013,AA,Serbien,Poverty Reduction --Existenzgründungen-- II,"155.000,00 €",0502 68774,zivil
"",2013,AA,Serbien,Kontrolle staatlicher Ausgaben für sozial schwache Bevölkerungsgruppen,"16.300,00 €",0502 68774,zivil
"",2014,BMZ,Serbien,Stärkung der Strukturen zur Jugendförderung und -beteiligung,"526.376,85 €",2301/89603,zivil
"",2014,BMZ,Serbien,"Entwicklung von Alternativen für einen friedlichen Wandel inBosnien-Herzegowina, Serbien, Kosovo und Mazedonien","1.236.840,00 €",2302/68772,zivil
"",2014,BMZ,Serbien,Aufarbeitung der Vergangenheit und Stärkung interethnischer Beziehungen im Bildungssystem,"1.045.190,00 €",2302/68772,zivil
"",2014,AA,Serbien,OSZE: Continued support to Southwest Serbia,"50.000,00 €",0501 68734,zivil
"",2014,AA,Serbien,OSZE-Mission Serbien,"40.097,00 €",0501 68734,zivil
"",2014,AA,Serbien,"Armutsbekämpfung durch Roma-Projekte in Nis, Pivot und Smederevo","250.000,00 €",0501 68734,zivil
"",2014,AA,Serbien,Verwirklichung von Menschenrechten bei sozial schwachen Gruppen,"21.550,00 €",0501 68734,zivil
"","2004-2014",BMI,Serbien,Fördermaßnahmen zugunsten der deutschen Minderheit als Daueraufgabe gemäß Koalitionsvertrag (Humanitäre Hilfen),"1.367.400,00 €",0603 684 32,zivil
"",2004,BMZ,Serbien,Regionalkoordination Südosteuropa Phase I,"140.226,00 €",2302/68702,zivil
"",2005,BMZ,Serbien,Regionalkoordination Südosteuropa Phase I,"155.032,00 €",2302/68702,zivil
"",2006,BMZ,Serbien,Regionalkoordination Südosteuropa Phase I,"114.485,00 €",2302/68702,zivil
"",2007,BMZ,Serbien,Regionalkoordination Südosteuropa Phase I,"20.442,00 €",2302/68702,zivil
"",2007,BMZ,Serbien,"Regionalkoordination Südosteuropa  Phase II  Beitrag zur Schärfung des ZFD; Verminderung von Gewalt, Förderung eines gerechten u. dauerhaftenFriedens in der Region","124.994,00 €",2302/68702,zivil
"",2008,BMZ,Serbien,"Regionalkoordination Südosteuropa  Phase II  Beitrag zur Schärfung des ZFD; Verminderung von Gewalt, Förderung eines gerechten u. dauerhaftenFriedens in der Region","144.414,00 €",2302/68702,zivil
"",2009,BMZ,Serbien,"Regionalkoordination Südosteuropa  Phase II  Beitrag zur Schärfung des ZFD; Verminderung von Gewalt, Förderung eines gerechten u. dauerhaftenFriedens in der Region","166.363,00 €",2302/68702,zivil
"",2010,BMZ,Serbien,"Regionalkoordination Südosteuropa  Phase II  Beitrag zur Schärfung des ZFD; Verminderung von Gewalt, Förderung eines gerechten u. dauerhaftenFriedens in der Region","163.878,00 €",2302/68702,zivil
"",2011,BMZ,Serbien,"Regionalkoordination Südosteuropa  Phase II  Beitrag zur Schärfung des ZFD; Verminderung von Gewalt, Förderung eines gerechten u. dauerhaftenFriedens in der Region","139.788,00 €",2302/68702,zivil
"",2012,BMZ,Serbien,Regionalkoordination westlicher Balkan,"196.841,00 €",2302/68772,zivil
"",2013,BMZ,Serbien,Regionalkoordination westlicher Balkan,"93.472,00 €",2302/68772,zivil
"",2004,BMZ,Sierra Leone,"Friedens- , Versöhnungs-, Menschenrechts- u. Rehabilitationsarbeit","310.939,00 €",2302/68702,zivil
"",2004,BMZ,Sierra Leone,Friedensschaffende Maßnahmen u. Konfliktbewältigung,"54.738,00 €",2302/68702,zivil
"",2004,BMZ,Sierra Leone,gemeinw. orientierte Versöhnungsarb (SLADEA),"84.715,00 €",2302/68702,zivil
"",2004,BMZ,Sierra Leone,Traumaarbeit CCSL,"55.332,00 €",2302/68702,zivil
"",2004,BMZ,Sierra Leone,Ausbildung u. Begleitung Psycho. Arbeit (CHASL),"45.962,00 €",2302/68702,zivil
"",2004,AA,Sierra Leone,Unterstützung UNAMSIL,"984.553,35 €",0502 687 44,zivil
"",2005,BMZ,Sierra Leone,Beschäftigungsförderung für marginalisierte Jugendliche,"5.977,34 €",2301/89603,zivil
"",2005,BMZ,Sierra Leone,"Friedens- , Versöhnungs-, Menschenrechts- u. Rehabilitationsarbeit","306.537,00 €",2302/68702,zivil
"",2005,BMZ,Sierra Leone,Friedensschaffende Maßnahmen u. Konfliktbewältigung,"94.658,00 €",2302/68702,zivil
"",2005,BMZ,Sierra Leone,Versöhnungsarb (SLADEA),"100.864,00 €",2302/68702,zivil
"",2005,BMZ,Sierra Leone,Traumaarbeit CCSL,"2.596,00 €",2302/68702,zivil
"",2005,BMZ,Sierra Leone,Ausbildung u. Begleitung Psycho. Arbeit (CHASL),"93.587,00 €",2302/68702,zivil
"",2005,AA,Sierra Leone,Unterstützung UNAMSIL,"599.277,60 €",0502 687 44,zivil
"",2005,AA,Sierra Leone,Konferenz in Freetown,"37.360,83 €",0502 687 44,zivil
"",2005,AA,Sierra Leone,Förderung der Beteiligung der ländl. Bevölkerung an Friedenserhaltenden Maßnahmen,"25.160,69 €",0502 687 44,zivil
"",2005,BMVg,Sierra Leone,Abgabe von Sanitätsgerät nach Epl 14 Kapitel 1407 Einnahmen Haushaltsvermerk Nr.12,"4.629,00 €",132 01,zivil
"",2006,BMZ,Sierra Leone,Unterstützung des Sondergerichtshofs Sierra Leone,"822.895,00 €",2301/89603,zivil
"",2006,BMZ,Sierra Leone,Beschäftigungsförderung für marginalisierte Jugendliche,"1.082.026,17 €",2301/89603,zivil
"",2006,BMZ,Sierra Leone,Förderung der Entwicklungsfähigkeit von Jugendlichen und jungen Erwachsenen,"2.394,10 €",2301/89603,zivil
"",2006,BMZ,Sierra Leone,Armutsorientierte Wirtschaftsförderung zur Friedenskonsolidierung,"265.007,36 €",86611/89611,zivil
"",2006,BMZ,Sierra Leone,"Friedens- , Versöhnungs-, Menschenrechts- u. Rehabilitationsarbeit","268.328,00 €",2302/68702,zivil
"",2006,BMZ,Sierra Leone,Friedensschaffende Maßnahmen u. Konfliktbewältigung,"96.770,00 €",2302/68702,zivil
"",2006,BMZ,Sierra Leone,Versöhnungsarb (SLADEA),"138.351,00 €",2302/68702,zivil
"",2006,BMZ,Sierra Leone,Ausbildung u. Begleitung Psycho. Arbeit (CHASL),"30.528,00 €",2302/68702,zivil
"",2006,AA,Sierra Leone,Unterstützung des Special Court Sierra Leone,"500.000,00 €",0502 68744,zivil
"",2006,AA,Sierra Leone,Förderung der Beteiligung der ländl. Bevölkerung an Friedenserhaltenden Maßnahmen,"12.488,00 €",0502 68744,zivil
"",2006,BMVg,Sierra Leone,Abgabe von Sanitätsgerät nach Epl 14 Kapitel 1407 Einnahmen Haushaltsvermerk Nr.12,"22.358,00 €",132 01,zivil
"",2007,BMZ,Sierra Leone,Förderung der Entwicklungsfähigkeit von Jugendlichen und jungen Erwachsenen,"611.942,69 €",2301/89603,zivil
"",2007,BMZ,Sierra Leone,Unterstützung des Sondergerichtshofs Sierra Leone,"635.831,06 €",2301/89603,zivil
"",2007,BMZ,Sierra Leone,Sektorprogramm Medienförderung 2007,"43.491,00 €",2302/68541,zivil
"",2007,BMZ,Sierra Leone,Schulische Infrastruktur für Blinde,"29.815,00 €",2302/68776,zivil
"",2007,BMZ,Sierra Leone,Armutsorientierte Wirtschaftsförderung zur Friedenskonsolidierung,"643.452,40 €",86611/89611,zivil
"",2007,BMZ,Sierra Leone,ProCredit Bank Sierra Leone,"568.057,00 €",86611/89611,zivil
"",2007,BMZ,Sierra Leone,"Stärkung zivilgesellschaftlicher Strukturen und gemeinwesenorientierter Entwicklungsmaßnahmen in post-konflikt Gesellschaften der Manu RiverRegion","120.595,00 €",2302/68702,zivil
"",2007,BMZ,Sierra Leone,"Friedens- , Versöhnungs-, Menschenrechts- u. Rehabilitationsarbeit","193.299,00 €",2302/68702,zivil
"",2007,BMZ,Sierra Leone,Friedensschaffende Maßnahmen u. Konfliktbewältigung,"85.461,00 €",2302/68702,zivil
"",2007,BMZ,Sierra Leone,Versöhnungsarb (SLADEA),"18.404,00 €",2302/68702,zivil
"",2007,BMZ,Sierra Leone,Ausbildung u. Begleitung Psycho. Arbeit (CHASL),"0,00 €",2302/68702,zivil
"",2007,BMVg,Sierra Leone,Abgabe von Sanitätsgerät nach Epl 14 Kapitel 1407 Einnahmen Haushaltsvermerk Nr.12,"331,00 €",132 01,zivil
"",2008,BMZ,Sierra Leone,Beschäftigungsförderung für marginalisierte Jugendliche,"2.038.108,76 €",2301/89603,zivil
"",2008,BMZ,Sierra Leone,Förderung der Entwicklungsfähigkeit von Jugendlichen und jungen Erwachsenen,"773.687,28 €",2301/89603,zivil
"",2008,BMZ,Sierra Leone,Unterstützung des Sondergerichtshofs Sierra Leone,"13.588,66 €",2301/89603,zivil
"",2008,BMZ,Sierra Leone,Unterstützung des Sondergerichtshofs Sierra Leone,"1.426.507,74 €",2301/89603,zivil
"",2008,BMZ,Sierra Leone,Sektorprogramm Medienförderung,"62.261,00 €",2302/68541,zivil
"",2008,BMZ,Sierra Leone,Entwicklungsdiplomatie als Beitrag zur internalen Kooperationsfähigkeit und Krisenprävention,"23.986,00 €",2302/68541,zivil
"",2008,BMZ,Sierra Leone,Berufsbildung und andere Unterstützungsmaßnahmen für Jugendliche in der Phase der Friedenskonsolidierung,"100.000,00 €",2302/89604,zivil
"",2008,BMZ,Sierra Leone,Armutsorientierte Wirtschaftsförderung zur Friedenskonsolidierung,"1.080.271,37 €",85511/89611,zivil
"",2008,BMZ,Sierra Leone,ProCredit Bank Sierra Leone,"19.177,64 €",85511/89611,zivil
"",2008,BMZ,Sierra Leone,"Stärkung zivilgesellschaftlicher Strukturen und gemeinwesenorientierter Entwicklungsmaßnahmen in post-konflikt Gesellschaften der Manu RiverRegion","261.255,00 €",2302/68702,zivil
"",2008,BMZ,Sierra Leone,"Friedens- , Versöhnungs-, Menschenrechts- u. Rehabilitationsarbeit","394.445,00 €",2302/68702,zivil
"",2008,BMZ,Sierra Leone,Friedensschaffende Maßnahmen u. Konfliktbewältigung,"55.000,00 €",2302/68702,zivil
"",2008,BMVg,Sierra Leone,Abgabe von Sanitätsgerät nach Epl 14 Kapitel 1407 Einnahmen Haushaltsvermerk Nr.12,"9.294,00 €",132 01,zivil
"",2009,BMZ,Sierra Leone,Beschäftigungsförderung für marginalisierte Jugendliche,"2.768.284,55 €",2301/89603,zivil
"",2009,BMZ,Sierra Leone,Förderung der Entwicklungsfähigkeit von Jugendlichen und jungen Erwachsenen,"875.840,10 €",2301/89603,zivil
"",2009,BMZ,Sierra Leone,Beschäftigungsförderung für marginalisierte Jugendliche,"4.859,58 €",2301/89603,zivil
"",2009,BMZ,Sierra Leone,Unterstützung des Sondergerichtshofs Sierra Leone,"38.643,84 €",2301/89603,zivil
"",2009,BMZ,Sierra Leone,Unterstützung des Sondergerichtshofs Sierra Leone,"1.500.000,00 €",2301/89603,zivil
"",2009,BMZ,Sierra Leone,Sektorprogramm Medienförderung,"69.791,00 €",2302/68541,zivil
"",2009,BMZ,Sierra Leone,Berufsbildung und andere Unterstützungsmaßnahmen für Jugendliche in der Phase der Friedenskonsolidierung,"75.880,67 €",2302/89604,zivil
"",2009,BMZ,Sierra Leone,Armutsorientierte Wirtschaftsförderung zur Friedenskonsolidierung,"600.468,14 €",86611/89611,zivil
"",2009,BMZ,Sierra Leone,"Stärkung zivilgesellschaftlicher Strukturen und gemeinwesenorientierter Entwicklungsmaßnahmen in post-konflikt Gesellschaften der Manu RiverRegion","766.783,00 €",2302/68702,zivil
"",2009,BMZ,Sierra Leone,"Friedens- , Versöhnungs-, Menschenrechts- u. Rehabilitationsarbeit","462.703,00 €",2302/68702,zivil
"",2009,AA,Sierra Leone,Technische Unterstützung für den Peacebuilding Fund (PBF) in SLE,"356.825,62 €",0502 687 44,zivil
"",2009,BMVg,Sierra Leone,Abgabe von Sanitätsgerät nach Epl 14 Kapitel 1407 Einnahmen Haushaltsvermerk Nr.12,"6.143,00 €",132 01,zivil
"",2010,BMZ,Sierra Leone,Unterstützung des Sondergerichtshofs Sierra Leone,"1.000.000,00 €",2301/89603,zivil
"",2010,BMZ,Sierra Leone,Beschäftigungsförderung für marginalisierte Jugendliche,"443.967,90 €",2301/89603,zivil
"",2010,BMZ,Sierra Leone,Förderung der Entwicklungsfähigkeit von Jugendlichen und jungen Erwachsenen,"158.832,58 €",2301/89603,zivil
"",2010,BMZ,Sierra Leone,Beschäftigungsförderung für marginalisierte Jugendliche,"3.213.024,29 €",2301/89603,zivil
"",2010,BMZ,Sierra Leone,Unterstützung des Sondergerichtshofs Sierra Leone,"8.280,74 €",2301/89603,zivil
"",2010,BMZ,Sierra Leone,Unterstützung des Sondergerichtshofs Sierra Leone,"13.353,27 €",2301/89603,zivil
"",2010,BMZ,Sierra Leone,Sektorprogramm Medienförderung,"39.901,00 €",2302/68541,zivil
"",2010,BMZ,Sierra Leone,Berufsbildung und andere Unterstützungsmaßnahmen für Jugendliche in der Phase der Friedenskonsolidierung,"80.000,00 €",2302/89604,zivil
"",2010,BMZ,Sierra Leone,Armutsorientierte Wirtschaftsförderung zur Friedenskonsolidierung,"601.199,81 €",86611/89611,zivil
"",2010,BMZ,Sierra Leone,Programm zur Förderung des Finanzsektors,"394.913,24 €",86611/89611,zivil
"",2010,BMZ,Sierra Leone,"Friedens- , Versöhnungs-, Menschenrechts- u. Rehabilitationsarbeit","239.634,00 €",2302/68702,zivil
"",2010,BMZ,Sierra Leone,"Friedens-, Versöhnungs-, Menschenrechts- und Rehabilitationsarbeit, Friedenspädagogik in Freetown, sowie in Makeni und Bo, Sierra Leone","347.256,00 €",2302/68702,zivil
"",2010,AA,Sierra Leone,"Technische Unterstützung für UNIFEM Projekt ""Skills Training and Micro-Grants for Victims of Sexual Violence""","92.136,45 €",0502 687 44,zivil
"",2011,BMZ,Sierra Leone,Förderung der Entwicklungsfähigkeit von Jugendlichen und jungen Erwachsenen,"15.170,64 €",2301/89603,zivil
"",2011,BMZ,Sierra Leone,Beschäftigungsförderung für marginalisierte Jugendliche,"4.242.604,21 €",2301/89603,zivil
"",2011,BMZ,Sierra Leone,"Nachhaltige Ernährungs- und Existenzsicherung, Sierra Leone","26.633,00 €",2302/68776,zivil
"",2011,BMZ,Sierra Leone,Berufsbildung und andere Unterstützungsmaßnahmen für Jugendliche in der Phase der Friedenskonsolidierung,"77.834,11 €",2302/89604,zivil
"",2011,BMZ,Sierra Leone,Armutsorientierte Wirtschaftsförderung zur Friedenskonsolidierung,"1.843.243,25 €",86611/89611,zivil
"",2011,BMZ,Sierra Leone,Programm zur Förderung des Finanzsektors,"232.011,53 €",86611/89611,zivil
"",2011,BMZ,Sierra Leone,Unterstützung des Sondergerichtshofs Sierra Leone,"1.762,13 €",2301/89603,zivil
"",2011,BMZ,Sierra Leone,"Friedens-, Versöhnungs-, Menschenrechts- und Rehabilitationsarbeit, Friedenspädagogik in Freetown, sowie in Makeni und Bo, Sierra Leone","405.499,00 €",2302/68702,zivil
"",2012,BMZ,Sierra Leone,Beschäftigungsförderung für marginalisierte Jugendliche,"3.694.772,89 €",2301/89603,zivil
"",2012,BMZ,Sierra Leone,Unterstützung des Sondergerichtshofs Sierra Leone,"2.803,08 €",2301/89603,zivil
"",2012,BMZ,Sierra Leone,"Nachhaltige Ernährungs- und Existenzsicherung, Sierra Leone","67.793,50 €",2302/68776,zivil
"",2012,BMZ,Sierra Leone,Armutsorientierte Wirtschaftsförderung zur Friedenskonsolidierung,"1.809.932,09 €",86611/89611,zivil
"",2012,BMZ,Sierra Leone,Programm zur Förderung des Finanzsektors,"36.201,03 €",86611/89611,zivil
"",2012,BMZ,Sierra Leone,ProCredit Bank Sierra Leone,"12.765,36 €",86611/89611,zivil
"",2012,BMZ,Sierra Leone,"Friedens-, Versöhnungs-, Menschenrechts- und Rehabilitationsarbeit, Friedenspädagogik in Freetown, sowie in Makeni und Bo, Sierra Leone","348.000,00 €","2302/687022302/68772",zivil
"",2013,BMZ,Sierra Leone,Beschäftigungsförderung für marginalisierte Jugendliche,"24.820,26 €",2301/89603,zivil
"",2013,BMZ,Sierra Leone,Beschäftigungsförderung für marginalisierte Jugendliche,"795.061,90 €",2301/89603,zivil
"",2013,BMZ,Sierra Leone,Jugendbeschäftigungsförderung durch ländliche Entwicklung,"1.558.916,40 €",2301/89603,zivil
"",2013,BMZ,Sierra Leone,"Umsetzung des ""Child-Friendly-Schooling"" in Schulen und Gemeinden im Kailahun Distrikt","34.805,00 €",2302/68776,zivil
"",2013,BMZ,Sierra Leone,Zivilgesellschaftliche Radioarbeit für Demokratie und Menschenrechte,"73.500,00 €",2302/89604,zivil
"",2013,BMZ,Sierra Leone,Armutsorientierte Wirtschaftsförderung zur Friedenskonsolidierung,"1.600.294,48 €",86611/89611,zivil
"",2013,BMZ,Sierra Leone,"Friedens-, Versöhnungs-, Menschenrechts- und Rehabilitationsarbeit, Friedenspädagogik in Freetown, sowie in Makeni und Bo, Sierra Leone","362.900,00 €","2302/687022302/68772",zivil
"",2013,BMVg,Sierra Leone,Abgabe von Sanitätsgerät nach Epl 14 Kapitel 1407 Einnahmen Haushaltsvermerk Nr.12,"8.816,00 €",132 01,zivil
"",2014,BMZ,Sierra Leone,Stärkung der präventiven und reaktiven Fähigkeiten der von Ebola betroffenen Länder,"2.000.000,00 €",2301/68706,zivil
"",2014,BMZ,Sierra Leone,"Absicherung des Betriebs und nachhaltige Rehabilitation von Gesundheitsstrukturen während und nach der Ebola-Epidemie, psychosozialeUnterstützung und Wiederaufbauhilfen für Betroffene in Sierra Leone","550.000,00 €",2301/68706,zivil
"",2014,BMZ,Sierra Leone,"Ernährungssicherung und Wiederanschub der landw. Produktion, Unterstützung lokale Gesundheitsstationen","619.090,00 €",2301/68706,zivil
"",2014,BMZ,Sierra Leone,Beschäftigungsförderung für marginalisierte Jugendliche,"52.822,68 €",2301/89603,zivil
"",2014,BMZ,Sierra Leone,Jugendbeschäftigungsförderung durch ländliche Entwicklung,"5.174.291,08 €",2301/89603,zivil
"",2014,BMZ,Sierra Leone,"Umsetzung des ""Child-Friendly-Schooling"" in Schulen und Gemeinden im Kailahun Distrikt","14.631,00 €",2302/68776,zivil
"",2014,BMZ,Sierra Leone,Zivilgesellschaftliche Radioarbeit für Demokratie und Menschenrechte,"29.000,00 €",2302/89604,zivil
"",2014,BMZ,Sierra Leone,Advocacy u Sensibilisierung zu Recht auf Nahrung und zu Landfragen,"113.000,00 €",2302/89604,zivil
"",2014,BMZ,Sierra Leone,Förderung nachhaltiger Landwirtschaft und berufl. Bildung,"98.000,00 €",2302/89604,zivil
"",2014,BMZ,Sierra Leone,Förderung transparenten und partizipativen Umsetzung der Freiwilligen Leitlinien zur verantwortungsvollen Verwaltung von Land in Sierra Leone,"1.677,00 €",2310/89631,zivil
"",2014,BMZ,Sierra Leone,"Stärkung zivilgesellschaftlicher Strukturen und gemeinwesen-orientierter Entwicklungs-maßnahmen in Post-Konflikt Gesellschaften der Mano RiverRegion","1.125.414,00 €",2302/68772,zivil
"",2014,BMZ,Sierra Leone,"Friedens-, Versöhnungs-, Menschen-rechtsarbeit, Friedenspädagogik","585.000,00 €",2302/68772,zivil
"",2004,BMZ,Simbabwe,Fonds zur Förderung zivilgesellschaftlicher Organisationen,"817,98 €",2301/89603,zivil
"",2004,BMZ,Simbabwe,Friedenskonsolidierung Manicaland und Masvingo,"203.520,00 €",2302/68702,zivil
"",2004,BMZ,Simbabwe,Koordination im südlichen Afrika,"93.301,00 €",2302/68702,zivil
"",2005,BMZ,Simbabwe,Fonds zur Förderung zivilgesellschaftlicher Organisationen,"586.809,47 €",2301/89603,zivil
"",2005,BMZ,Simbabwe,"Konfliktbearbeitung, Friedensförderung u. Gewaltprävention","93.762,00 €",2302/68702,zivil
"",2005,BMZ,Simbabwe,Friedenskonsolidierung Manicaland und Masvingo,"294.892,00 €",2302/68702,zivil
"",2005,BMZ,Simbabwe,Koordination im südlichen Afrika,"98.516,00 €",2302/68702,zivil
"",2006,BMZ,Simbabwe,Fonds zur Förderung zivilgesellschaftlicher Organisationen,"747.466,84 €",2301/89603,zivil
"",2006,BMZ,Simbabwe,HIV- und AIDS-Prävention,"29.756,66 €",2301/89603,zivil
"",2006,BMZ,Simbabwe,Internationales Wirtschaftsforum 2006: Business and the MDGs - The Business Challenge Africa,"3.317,00 €",2302/68541,zivil
"",2006,BMZ,Simbabwe,Sektorprogramm Medienförderung 2007,"4.923,00 €",2302/68541,zivil
"",2006,BMZ,Simbabwe,Ländliche Entwicklung,"443.954,27 €",2302/68740,zivil
"",2006,BMZ,Simbabwe,Stärkung der Zivilgesellschaft,"351.400,24 €",2302/68740,zivil
"",2006,BMZ,Simbabwe,Leistungen an lokale und regionale NRO,"124.649,56 €",2302/68740,zivil
"",2006,BMZ,Simbabwe,Umwelterziehung/ -fortbildung,"10.064,48 €",2302/68740,zivil
"",2006,BMZ,Simbabwe,"Konfliktbearbeitung, Friedensförderung u. Gewaltprävention","208.785,00 €",2302/68702,zivil
"",2006,BMZ,Simbabwe,Friedenskonsolidierung Manicaland und Masvingo,"240.146,00 €",2302/68702,zivil
"",2006,BMZ,Simbabwe,Koordination im südlichen Afrika,"128.938,00 €",2302/68702,zivil
"",2007,BMZ,Simbabwe,Fonds zur Förderung zivilgesellschaftlicher Organisationen,"318.189,21 €",2301/89603,zivil
"",2007,BMZ,Simbabwe,HIV- und AIDS-Prävention,"245.532,43 €",2301/89603,zivil
"",2007,BMZ,Simbabwe,Fonds zur Förderung zivilgesellschaftlicher Organisationen,"423.473,67 €",2301/89603,zivil
"",2007,BMZ,Simbabwe,Biokraftstoffe - Capacity Building Initiative zur Effizienzsteigerung nachhaltiger Wertschöpfungsketten in Südafrika,"2.988,00 €",2302/68541,zivil
"",2007,BMZ,Simbabwe,Biokraftstoffe - Capacity Building Initiative zur Effizienzsteigerung nachhaltiger Wertschöpfungsketten in Südafrika,"2.988,00 €",2302/68541,zivil
"",2007,BMZ,Simbabwe,Biokraftstoffe - Capacity Building Initiative zur Effizienzsteigerung nachhaltiger Wertschöpfungsketten in Südafrika,"2.988,00 €",2302/68541,zivil
"",2007,BMZ,Simbabwe,Sektorprogramm Medienförderung 2007,"264.422,00 €",2302/68541,zivil
"",2007,BMZ,Simbabwe,Sektorprogramm Medienförderung,"4.704,00 €",2302/68541,zivil
"",2007,BMZ,Simbabwe,"Konfliktbearbeitung, Friedensförderung u. Gewaltprävention","178.060,00 €",2302/68702,zivil
"",2007,BMZ,Simbabwe,Friedenskonsolidierung Manicaland und Masvingo,"47.805,00 €",2302/68702,zivil
"",2007,BMZ,Simbabwe,Koordination im südlichen Afrika,"36.888,00 €",2302/68702,zivil
"",2007,BMZ,Simbabwe,Koordination im südlichen Afrika,"0,00 €",2302/68702,zivil
"",2008,BMZ,Simbabwe,HIV- und AIDS-Prävention,"250.880,51 €",2301/89603,zivil
"",2008,BMZ,Simbabwe,Fonds zur Förderung zivilgesellschaftlicher Organisationen,"927.686,63 €",2301/89603,zivil
"",2008,BMZ,Simbabwe,HIV- und AIDS-Prävention,"164.137,64 €",2301/89603,zivil
"",2008,BMZ,Simbabwe,"River Basin Dialogue (RBD) - Stärkung der Handlungskompetenz regionaler Institutionen zum integrierten Ressourcenmanagement ingrenzüberschreitenden Flussgebieten in der SADC Region/ Subsahara Afrika","10.519,00 €",2302/68541,zivil
